"","RRA_Lepidoptera","RRA_Diptera","RRA_Araneae","RRA_Hymenoptera","RRA_Coleoptera","TreatmentB","TreatmentG","year","Ha","Doublebox","Type","Species","AdateSample","BroodID","WithinNestRep","SPY","Subplot","RingNumber"
"22",0.808616037861029,0,0.0461763014728648,0,0.144499977884913,0,0,2023,6.91,0,"AF",0,57,1836,"1836_AF","A12023","A1","B4P0479"
"23",0.520080321285141,0.0161897590361446,0,0.373556726907631,0,0,0,2023,6.91,0,"AM",0,57,1836,"1836_AM","A12023","A1","B4P0633"
"24",0.512900820283371,0.03027591349739,0.444295302013423,0,0,0,0,2023,6.91,0,"chick1",0,56,1836,"1836_chick1","A12023","A1",NA
"25",0.32312925170068,0.184936831875607,0.351603498542274,0.0469387755102041,0.0236151603498542,0,0,2023,6.91,0,"AM",1,46,1837,"1837_AM","A12023","A1","C5H7054"
"26",0.0514548238897397,0,0,0,0,0,0,2023,6.91,0,"chick1",1,46,1837,"1837_chick1","A12023","A1",NA
"27",0.82846993148947,0,0.0644506470438975,0.0713017000761228,0.0164932758183202,0,0,2023,6.91,0,"chick2",1,50,1837,"1837_chick2","A12023","A1",NA
"28",0.962867568147671,0.0108034628317951,0,0.0186019889818988,0,0,0,2023,6.91,0,"AF",1,51,1839,"1839_AF","A12023","A1","CS87503"
"29",0.0438450438450438,0.00432900432900433,0.012987012987013,0.0528360528360528,0.872016872016872,0,0,2023,6.91,0,"AM",1,51,1839,"1839_AM","A12023","A1","C5H7301"
"30",0.0125214408233276,0.116295025728988,0.00600343053173242,0,0,1,1,2024,6.91,0,"chick2",1,38,2348,"2348_chick2","A12024","A1",NA
"31",0.355450236966825,0,0,0,0,1,1,2024,6.91,0,"chick1",1,40,2364,"2364_chick1","A12024","A1",NA
"32",0.277018633540373,0.0422360248447205,0.103105590062112,0.0695652173913043,0.438509316770186,1,1,2024,6.91,0,"chick2",1,44,2364,"2364_chick2","A12024","A1",NA
"33",0.243171665603063,0.0376834716017869,0,0.0552329291640077,0.651212507977026,1,1,2024,6.91,1,"AF",1,40,2377,"2377_AF","A12024","A1","C5H7694"
"34",0.0257541750675239,0.772016586145243,0.056529843648952,0.0125917754022901,0,1,1,2024,6.91,0,"chick1",0,34,2347,"2347_chick1","A12024","A1",NA
"35",0.00479712172696382,0.706476114331401,0.00509694183489906,0,0,1,1,2024,6.91,0,"chick1",1,51,2344,"2344_chick1","A12024","A1",NA
"36",0.201016677071257,0.0702309818960136,0.709488985998395,0.0173905288504415,0,1,1,2024,6.91,0,"AF",0,34,2347,"2347_AF","A12024","A1","B5G6337"
"37",0.955363785151019,0.0074393691414968,0.00654664484451719,0,0.0135396518375242,0,1,2023,6.38,0,"chick2",0,60,1863,"1863_chick2","A22023","A2",NA
"38",0.256577467955925,0.723127951427929,0.0178210029233191,0.00123678884641331,0.00106813582190241,0,1,2023,6.38,0,"chick2",0,60,1856,"1856_chick2","A22023","A2",NA
"39",0.474888178913738,0.00926517571884984,0.00108626198083067,0.0128434504792332,0.384536741214058,0,1,2023,6.38,0,"AF",1,53,1873,"1873_AF","A22023","A2","C5H7312"
"40",0.94415636218588,0.0219385719984045,0.018348623853211,0.00797766254487435,0.00538492221779019,0,1,2023,6.38,0,"AF",0,57,1867,"1867_AF","A22023","A2","B4P0648"
"41",0.926643114251433,0.00183308892147714,0.0630249300093321,0,0.00376616451139848,0,1,2023,6.38,0,"chick1",0,56,1867,"1867_chick1","A22023","A2",NA
"42",0.0539188943444263,0.00581923986179305,0,0,0,0,1,2023,6.38,0,"chick2",1,54,1871,"1871_chick2","A22023","A2",NA
"43",0.260569877883311,0.189905020352782,0.00640434192672999,0.0024966078697422,0.00710990502035278,0,1,2023,6.38,0,"AM",1,55,1854,"1854_AM","A22023","A2","C5H7338"
"44",0.06497341996456,0.934481348539234,0,0,0,0,1,2023,6.38,0,"chick2",1,61,1854,"1854_chick2","A22023","A2",NA
"45",0.0298082869511441,0.00729746444032158,0.424366110080396,0.0145949288806432,0.00494743351886209,0,1,2023,6.38,0,"chick1",0,55,1856,"1856_chick1","A22023","A2",NA
"46",0,0.999285714285714,0,0,0,0,1,2023,6.38,0,"chick1",0,55,1856,"1856_chick1","A22023","A2",NA
"47",0.027358702994821,0.347556856563837,0.00315244314343616,0.551452375591083,0.0323125422202207,0,1,2023,6.38,0,"chick1",1,59,1880,"1880_chick1","A22023","A2",NA
"48",0.108956796628029,0.0277133825079031,0.00706006322444679,0.00958904109589041,0.0183350895679663,0,1,2023,6.38,0,"chick1",0,57,1882,"1882_chick1","A22023","A2",NA
"49",0.0425087108013937,0.0149825783972125,0.887177700348432,0,0.0024390243902439,0,1,2023,6.38,0,"AF",1,61,1886,"1886_AF","A22023","A2","CS87929"
"50",0.566715683140464,0.144044498433604,0.0125311680838821,0.230228246275814,0.00134262515184451,0,1,2023,6.38,0,"AM",1,61,1886,"1886_AM","A22023","A2","CS87928"
"51",0.473333777215527,0.0798322125307943,0.423596777415274,0.00752380318263533,0.00712430920833611,0,1,2023,6.38,0,"chick1",1,61,1886,"1886_chick1","A22023","A2",NA
"52",0.368650217706821,0.00367682631833575,0,0.0180938558297049,0.279535558780842,0,1,2023,6.38,0,"AF",1,58,1889,"1889_AF","A22023","A2","C5H7364"
"53",0.565058032987172,0.200183262064753,0.00720830788026878,0.118081857055589,0.0822846670739157,0,1,2023,6.38,0,"AM",1,55,1873,"1873_AM","A22023","A2","C3F7585"
"54",0.00232558139534884,0.575872093023256,0,0,0.00127906976744186,0,1,2023,6.38,0,"chick2",1,57,1873,"1873_chick2","A22023","A2",NA
"55",0.0889882718021266,0.00146032035777849,0.00100397024597271,0.171633277050153,0.73463240998494,0,1,2023,6.38,0,"AM",1,59,1880,"1880_AM","A22023","A2","C5H8347"
"56",0.0272581507215393,0.466060929983966,0.0118474968822377,0.449314092285765,0.019775521111705,0,1,2023,6.38,0,"chick1",1,59,1880,"1880_chick1","A22023","A2",NA
"57",0.689119471334995,0,0,0,0.29122949394238,0,1,2023,6.38,0,"AF",0,57,1894,"1894_AF","A22023","A2","B5K0240"
"58",0.0677755710029792,0.00896847070506455,0,0.00164473684210526,0.00428252234359484,0,1,2024,6.38,0,"AM",0,38,2387,"2387_AM","A22024","A2","B5K0922"
"59",0.739355895196507,0.00827874818049491,0.0538573508005822,0.00500363901018923,0,0,1,2024,6.38,0,"chick1",0,38,2387,"2387_chick1","A22024","A2",NA
"60",0.50476348731583,0.0108563199291016,0.0966544810014401,0,0.378032568959787,0,1,2024,6.38,0,"chick2",0,43,2387,"2387_chick2","A22024","A2",NA
"61",0.918137710333437,0.0136265097553422,0.0256013213585217,0,0.0199236089604625,0,1,2024,6.38,0,"AM",0,49,2389,"2389_AM","A22024","A2","B5G6018"
"62",0.379175178048915,0,0.00403025451333297,0.0409098437586264,0.535361342682052,0,1,2024,6.38,0,"AF",0,45,2393,"2393_AF","A22024","A2","B5K0066"
"63",0.705091368808183,0.00390759682795081,0.223882312377888,0.00861969888518561,0.0421215952189403,0,1,2024,6.38,0,"AM",0,45,2393,"2393_AM","A22024","A2","B5K0067"
"64",0.261749434163227,0.0142457728664625,0.460790840101185,0.0219677805884702,0.0162428438290507,0,1,2024,6.38,0,"chick2",0,50,2393,"2393_chick2","A22024","A2",NA
"65",0.293767705382436,0.666895993524889,0.0290975313638203,0,0,0,1,2024,6.38,0,"AM",1,43,2401,"2401_AM","A22024","A2","CS87569"
"66",0.00244140625,0.5478515625,0.21044921875,0.122802734375,0.1162109375,0,1,2024,6.38,0,"chick1",1,43,2401,"2401_chick1","A22024","A2",NA
"67",0.011922361581382,0.0086317897849206,0.0145452811292861,0.00968095760408222,0.00200295674567218,0,1,2024,6.38,0,"chick1",0,36,2403,"2403_chick1","A22024","A2",NA
"68",0.548828125,0.110894097222222,0,0.0381944444444444,0,0,1,2024,6.38,0,"chick2",0,41,2403,"2403_chick2","A22024","A2",NA
"69",0.00316161428305747,0,0.988376418076995,0,0.00102287520922447,0,1,2024,6.38,0,"AF",1,38,2411,"2411_AF","A22024","A2","C5H7909"
"70",0.00165436918902822,0.404691791020084,0,0,0,0,1,2024,6.38,0,"chick1",1,38,2411,"2411_chick1","A22024","A2",NA
"71",0.0425332290852228,0.809538702111024,0.0736512900703675,0.0373729476153245,0.00547302580140735,0,1,2024,6.38,0,"chick2",0,43,2415,"2415_chick2","A22024","A2",NA
"72",0.193828639904134,0.00203714799281007,0.803505092869982,0,0,0,1,2024,6.38,0,"AF",0,34,2417,"2417_AF","A22024","A2","B5G6702"
"73",0.807951070336391,0.036697247706422,0.0425076452599388,0,0.0149847094801223,0,1,2024,6.38,0,"AM",0,34,2417,"2417_AM","A22024","A2","B5G6701"
"74",0.575602778912955,0.153708622803433,0.165151205557826,0.0274315488353085,0.0126685737637924,0,1,2024,6.38,0,"chick1",0,34,2417,"2417_chick1","A22024","A2",NA
"75",0.170173646578141,0.0209908069458631,0.0059244126659857,0.00536261491317671,0.0150153217568948,0,1,2024,6.38,0,"chick2",0,38,2417,"2417_chick2","A22024","A2",NA
"76",0.0600299681588312,0.00472935006555535,0.0398482861959168,0,0.00220078666416932,0,1,2024,6.38,0,"AF",1,38,2418,"2418_AF","A22024","A2","C3F7381"
"77",0.167206884989382,0.0142319585708431,0,0.0044707723259193,0.00230989903505831,0,1,2024,6.38,0,"AM",1,38,2418,"2418_AM","A22024","A2","C5H7147"
"78",0.0065,0.984708333333333,0,0,0,0,1,2024,6.38,0,"chick1",1,38,2418,"2418_chick1","A22024","A2",NA
"79",0.00305112558330342,0.995513050612789,0,0,0,0,1,2023,6.38,0,"chick2",1,63,1890,"1890_chick2","A22023","A2",NA
"80",0.00348693739606244,0.994528190547717,0,0,0,0,1,2023,6.38,0,"chick2",1,63,1890,"1890_chick2","A22023","A2",NA
"81",0.00451740855002204,0.00148743940061701,0,0,0.990855002203614,0,1,2023,6.38,0,"AF",1,52,1892,"1892_AF","A22023","A2","C5H7304"
"82",0.45081137954757,0.299623649386913,0.0241592812917324,0,0.172473797094411,0,1,2023,6.38,0,"AM",1,52,1892,"1892_AM","A22023","A2","CS87979"
"83",0.963305639476334,0,0.00138469284994965,0,0.0135322255790534,0,1,2023,6.38,0,"chick1",1,52,1892,"1892_chick1","A22023","A2",NA
"84",0.0834880499808446,0.00562873898564819,0.0839300975451625,0.00206288863348363,0.00680753249049598,0,1,2024,6.38,0,"AF",0,38,2387,"2387_AF","A22024","A2","B5K0921"
"85",0.704565443351723,0,0.00399776125369793,0.212121212121212,0.0431758215399376,0,1,2023,6.38,0,"AF",1,60,1890,"1890_AF","A22023","A2","C5H8366"
"86",0.0181408813123191,0.969057574782888,0.00566098423930524,0,0,0,1,2023,6.38,0,"chick1",1,59,1890,"1890_chick1","A22023","A2",NA
"87",0.0609399702965554,0,0.00756958750538974,0.921525415608681,0,1,1,2024,5.98,0,"chick2",0,42,2531,"2531_chick2","B12024","B1",NA
"88",0.00420214530576136,0,0.00110582771204246,0,0,0,0,2023,5.98,0,"chick1",0,46,1926,"1926_chick1","B12023","B1",NA
"89",0.121998702141467,0.845184017799203,0.0283674793733197,0.0016686752572541,0.00111245017150273,0,0,2023,5.98,0,"chick2",0,50,1926,"1926_chick2","B12023","B1",NA
"90",0.0182742214532872,0.97399437716263,0.00616349480968858,0,0,0,0,2023,5.98,0,"AM",0,57,1923,"1923_AM","B12023","B1","B4P0292"
"91",0.837218045112782,0.0324561403508772,0.104010025062657,0,0.00419799498746867,0,0,2023,5.98,0,"AF",0,46,1926,"1926_AF","B12023","B1","B5K0603"
"92",0.322585187271191,0.450718107575331,0.0107012109264996,0.0770205575894114,0.115319628273726,0,0,2023,5.98,0,"AF",1,49,1955,"1955_AF","B12023","B1","C5H7118"
"93",0.742116960688985,0.0666759272121128,0.00527851090429226,0.00458396999583275,0.151409918044173,0,0,2023,5.98,0,"AM",1,49,1955,"1955_AM","B12023","B1","C5H7116"
"94",0.990430019517723,0.00176289114147201,0,0,0,0,0,2023,5.98,0,"chick1",1,49,1955,"1955_chick1","B12023","B1",NA
"95",0.94659620332383,0,0,0.0513177108685071,0,0,0,2023,5.98,0,"chick2",1,53,1955,"1955_chick2","B12023","B1",NA
"96",0.978879249039966,0,0,0.00405347745697625,0.0165694780258854,0,0,2023,5.98,0,"chick2",1,53,1955,"1955_chick2","B12023","B1",NA
"97",0.123053402545687,0.0139017279385622,0.248737822655194,0.388892839365711,0.00113773732489511,0,0,2023,5.98,0,"chick1",1,74,1903,"1903_chick1","B12023","B1",NA
"98",0.929950119279983,0.00108436347863804,0.0527000650618087,0.00325309043591412,0.00498807200173498,0,0,2023,5.98,0,"chick1",0,52,1898,"1898_chick1","B12023","B1",NA
"99",0.671072599990209,0.260831252753708,0.00587457776472316,0.0412689087971802,0,0,0,2023,5.98,0,"chick2",0,57,1898,"1898_chick2","B12023","B1",NA
"100",0.389027999089461,0.00569087184156613,0.235943546551332,0.340883223309811,0.00500796722057819,0,0,2023,5.98,0,"AF",0,48,1900,"1900_AF","B12023","B1","B5G6366"
"101",0.659020679819349,0.00451628238649869,0.319348704540052,0.0036051026067665,0,0,0,2023,5.98,0,"chick1",0,48,1900,"1900_chick1","B12023","B1",NA
"102",0.630853672778232,0.00548873058507532,0.105044960878197,0,0.00665654560317646,0,0,2023,5.98,0,"chick1",0,48,1900,"1900_chick1","B12023","B1",NA
"103",0.00792107726650824,0.00194426441996111,0.00597681284654713,0.981637502700367,0,0,0,2023,5.98,0,"chick2",0,53,1900,"1900_chick2","B12023","B1",NA
"104",0.0544422984065669,0.0027764365041043,0.904273297923708,0.0364558184451956,0.0012071463061323,0,0,2023,5.98,0,"AF",0,50,1902,"1902_AF","B12023","B1","B5G6913"
"105",0.891511345218801,0.0130672609400324,0.0533833063209076,0.0248176661264182,0,0,0,2023,5.98,0,"chick1",0,50,1902,"1902_chick1","B12023","B1",NA
"106",0.873373287671233,0.1,0.0179794520547945,0.00205479452054795,0,0,0,2023,5.98,0,"chick1",0,50,1902,"1902_chick1","B12023","B1",NA
"107",0.845741113346747,0.00201207243460765,0.00440739676152151,0.139839034205231,0,0,0,2023,5.98,0,"chick2",0,55,1902,"1902_chick2","B12023","B1",NA
"108",0.580798675770743,0.0456238361266294,0.0312090488999241,0.0396923925787985,0.00313814745844541,0,0,2023,5.98,0,"AF",1,75,1903,"1903_AF","B12023","B1","C3F7406"
"109",0.0311199394627317,0.938043889519485,0.00851305334846765,0.0160802118804389,0,0,0,2023,5.98,0,"chick1",1,74,1903,"1903_chick1","B12023","B1",NA
"110",0.401897007596424,0.0603517018508415,0.44315272589919,0.040500272799765,0.00264405926050279,0,0,2023,5.98,0,"AF",0,53,1964,"1964_AF","B12023","B1","B5G6539"
"111",0.00979221399570098,0.967080646445347,0,0,0,0,0,2023,5.98,0,"chick2",1,78,1903,"1903_chick2","B12023","B1",NA
"112",0.286042546883107,0.66310873915944,0.0429916240456601,0.00778296642205915,0,0,0,2023,5.98,0,"chick2",1,49,1944,"1944_chick2","B12023","B1",NA
"113",0.651376146788991,0.054230377166157,0.156574923547401,0.10112130479103,0.0036697247706422,0,0,2023,5.98,0,"AF",0,49,1946,"1946_AF","B12023","B1","B4P1981"
"114",0.108757637474542,0.866802443991853,0.00692464358452138,0.0039918533604888,0,0,0,2023,5.98,0,"chick1",0,49,1946,"1946_chick1","B12023","B1",NA
"115",0.305503922371696,0.0313474685737689,0.370813773983176,0.0284490091679531,0.257206767272613,0,0,2023,5.98,0,"AM",1,66,1981,"1981_AM","B12023","B1","C3F7441"
"116",0.930962343096234,0,0,0.00119545726240287,0.0675433353257621,1,1,2024,5.98,0,"chick1",1,54,2565,"2565_chick1","B12024","B1",NA
"117",0.00334168755221387,0.990546541793079,0,0,0,1,1,2024,5.98,0,"AF",1,50,2567,"2567_AF","B12024","B1","C5H7925"
"118",0.756817542873208,0.0466685409052572,0.0506044419454597,0.0258644925499016,0.0716896260894012,1,1,2024,5.98,0,"AM",1,50,2567,"2567_AM","B12024","B1","C5H7924"
"119",0.976115777755288,0.00172047363627163,0,0,0.0020240866309078,0,0,2023,5.98,0,"chick2",1,52,1948,"1948_chick2","B12023","B1",NA
"120",0.545001804402743,0.064525442078672,0.167448574521833,0.00584626488632263,0.015445687477445,1,1,2024,5.98,0,"chick1",0,37,2519,"2519_chick1","B12024","B1",NA
"121",0.0710968700659422,0,0,0.922216030463453,0,1,1,2024,5.98,0,"chick2",0,40,2519,"2519_chick2","B12024","B1",NA
"122",0.537946223731302,0,0.0215655685050931,0.402863173350463,0,1,1,2024,5.98,0,"AF",0,33,2492,"2492_AF","B12024","B1","B5G6366"
"123",0.0137506266561627,0.938551887130273,0,0.00479839576022345,0.0398195230251379,0,0,2023,5.98,0,"AF",1,49,1944,"1944_AF","B12023","B1","C5A0372"
"124",0.0601406631261662,0.00100473661547294,0.934405052389838,0.00157887182431463,0,0,0,2023,5.98,0,"AM",0,53,1964,"1964_AM","B12023","B1","B5G7403"
"125",0.970663774898693,0.00342446207408253,0.0226585240568461,0,0,0,0,2023,5.98,0,"chick2",0,58,1964,"1964_chick2","B12023","B1",NA
"126",0.119758909853249,0,0.879376310272537,0,0,1,1,2024,5.98,0,"AM",0,39,2533,"2533_AM","B12024","B1","B5K0935"
"127",0.414473684210526,0.0300751879699248,0.214285714285714,0.087406015037594,0.0093984962406015,1,1,2024,5.98,1,"AF",1,43,2537,"2537_AF","B12024","B1","C5H7521"
"128",0.707100374476834,0.0621925251486893,0.117482928261987,0.0538952933401865,0.00646156105440928,1,1,2024,5.98,1,"AM",1,43,2537,"2537_AM","B12024","B1","C5H7522"
"129",0.254854368932039,0.0776699029126214,0.00485436893203883,0.638349514563107,0.0121359223300971,1,1,2024,5.98,1,"AM",0,37,2538,"2538_AM","B12024","B1","B5G6062"
"130",0.127344305320138,0.00410082563289409,0,0.849089616709498,0,1,1,2024,5.98,1,"chick2",0,42,2538,"2538_chick2","B12024","B1",NA
"131",0.553259408602151,0.026377688172043,0.373487903225806,0,0.0356182795698925,1,1,2024,5.98,1,"AM",1,33,2540,"2540_AM","B12024","B1","C3F7703"
"132",0.376167612396334,0.569445656918376,0.0291575731121781,0.00139676996944566,0.0209515495416849,1,1,2024,5.98,1,"chick2",1,33,2540,"2540_chick2","B12024","B1",NA
"133",0.00717206247067498,0,0,0.99202359407467,0,0,0,2023,5.98,0,"chick2",1,59,1928,"1928_chick2","B12023","B1",NA
"134",0.440598091691878,0.0594019083081219,0.361240400279265,0.00104724226204329,0.00104724226204329,1,1,2024,5.98,0,"AM",1,41,2491,"2491_AM","B12024","B1","C5A0376"
"135",0.458110897572781,0.515517118656132,0.00537404797494484,0,0.00231333190974447,1,1,2024,5.98,1,"chick2",0,39,2555,"2555_chick2","B12024","B1",NA
"136",0.911709286675639,0.0218034993270525,0.00516823687752355,0.00646029609690444,0.0018842530282638,0,0,2023,5.98,0,"chick2",1,41,1941,"1941_chick2","B12023","B1",NA
"137",0.625968586387435,0.0515183246073298,0.0131937172774869,0.0370680628272251,0.0127748691099476,0,0,2023,5.98,0,"AM",1,49,1944,"1944_AM","B12023","B1","C3F7517"
"138",0.00344334719334719,0.987655925155925,0,0.00409303534303534,0,0,0,2023,5.98,0,"chick2",1,49,1944,"1944_chick2","B12023","B1",NA
"139",0.939621152328335,0.0228887134964483,0,0,0,0,0,2023,5.98,0,"AF",1,53,1966,"1966_AF","B12023","B1","C5A0397"
"140",0.44540837917901,0.456340809705177,0.021089011144026,0.00402031316123572,0.00923966708985753,0,0,2023,5.98,0,"AM",1,53,1966,"1966_AM","B12023","B1","C3F6157"
"141",0.768581759742869,0.0198205437257265,0.0231686085442614,0,0,0,0,2023,5.98,0,"chick1",1,53,1966,"1966_chick1","B12023","B1",NA
"142",0.867734486316514,0.0479044858251855,0.0680489362747507,0.0090895691052916,0.00235837468677836,0,0,2023,5.98,0,"chick2",1,57,1966,"1966_chick2","B12023","B1",NA
"143",0.801036598265285,0.0104717579860377,0.088639729215147,0.064628728580495,0.0158662999788449,0,0,2023,5.98,0,"AM",0,49,1968,"1968_AM","B12023","B1","B4P0737"
"144",0.653102855915826,0.0052608975735452,0,0.338468971440842,0,0,0,2023,5.98,0,"chick1",0,49,1968,"1968_chick1","B12023","B1",NA
"145",0.148920071536663,0.843032053927638,0,0.00797908928325767,0,0,0,2023,5.98,0,"chick1",0,49,1968,"1968_chick1","B12023","B1",NA
"146",0.992715794585407,0.00194245477722472,0,0,0.00133543765934199,0,0,2023,5.98,0,"chick1",0,49,1968,"1968_chick1","B12023","B1",NA
"147",0.538784724399574,0.420768796638866,0.00551827930018185,0,0,1,1,2024,5.98,1,"chick1",0,40,2555,"2555_chick1","B12024","B1",NA
"148",0.351421983089931,0.496387394312068,0.0325903151421983,0.00476556495003843,0.02152190622598,1,1,2024,5.98,0,"AF",1,41,2491,"2491_AF","B12024","B1","CS87586"
"149",0.556727326237308,0.0492961200765194,0.134399372148918,0.153431108059057,0.0222690930494923,1,1,2024,5.98,1,"AF",0,34,2555,"2555_AF","B12024","B1","B5K0101"
"150",0.642297964591112,0.0653980488979887,0.0761170661206793,0.0180657593640853,0.0173431289895219,1,1,2024,5.98,0,"chick1",0,33,2492,"2492_chick1","B12024","B1",NA
"151",0.602531934306569,0.0122034671532847,0.00336450729927007,0.00444799270072993,0.00268020072992701,1,1,2024,5.98,0,"chick2",0,46,2492,"2492_chick2","B12024","B1",NA
"152",0.509363460524002,0.118032354492703,0,0.0263319852294707,0.307675400035168,1,1,2024,5.98,1,"AM",1,39,2511,"2511_AM","B12024","B1","C3F7551"
"153",0.946828143021915,0.0193771626297578,0.00841983852364475,0.0211649365628604,0,1,1,2024,5.98,0,"chick1",1,39,2511,"2511_chick1","B12024","B1",NA
"154",0,0.0345100522399873,0,0,0.964579705556435,1,1,2024,5.98,0,"chick2",1,43,2511,"2511_chick2","B12024","B1",NA
"155",0.931789834736514,0,0.0680542563143124,0,0,0,0,2023,5.98,0,"chick2",0,54,1946,"1946_chick2","B12023","B1",NA
"156",0.976146934881132,0.00119265325594339,0.0191222072036257,0,0.00135167369006917,0,0,2023,5.98,0,"chick2",0,54,1946,"1946_chick2","B12023","B1",NA
"157",0.176533090467517,0.454159077109897,0.29933211900425,0,0.00106253794778385,0,0,2023,5.98,0,"AM",1,48,1948,"1948_AM","B12023","B1","C5A0443"
"158",0.759948375994838,0.00473220047322005,0.0148419014841901,0.00501900050190005,0.00121890012189001,0,0,2023,5.98,0,"chick1",1,48,1948,"1948_chick1","B12023","B1",NA
"159",0.969938510589843,0.0257344568435436,0.00227738556137554,0,0,1,1,2024,5.98,0,"chick1",1,40,2518,"2518_chick1","B12024","B1",NA
"160",0.448717948717949,0.121794871794872,0.061965811965812,0.0277777777777778,0.0705128205128205,1,1,2024,5.98,0,"chick2",1,44,2518,"2518_chick2","B12024","B1",NA
"161",0.00123954136969321,0.997908273938643,0,0,0,0,0,2023,5.98,0,"chick1",1,37,1941,"1941_chick1","B12023","B1",NA
"162",0.160055321556547,0,0.0199911988432765,0.00144590431885334,0,1,1,2024,5.98,0,"chick2",0,39,2494,"2494_chick2","B12024","B1",NA
"163",0.356968215158924,0.42940097799511,0.00702933985330073,0.0235330073349633,0.121026894865526,1,1,2024,5.98,0,"AF",1,42,2495,"2495_AF","B12024","B1","C3R6100"
"164",0.484750059415353,0.00237661411708786,0,0,0.504555177057752,0,0,2023,5.98,0,"AM",1,57,1928,"1928_AM","B12023","B1","C3F5930"
"165",0.8691613240874,0.0155043830956431,0.026821928562083,0.0256443804788696,0.00758864320293079,1,1,2024,5.98,0,"chick1",0,34,2494,"2494_chick1","B12024","B1",NA
"166",0.0068216587665839,0,0.263311012464575,0,0,1,1,2024,5.98,0,"AM",0,39,2490,"2490_AM","B12024","B1","B5K0955"
"167",0.222199425523184,0.0102585145670907,0.142593352482561,0.567501025851457,0.0324169060320066,0,0,2023,5.98,0,"AF",1,59,1928,"1928_AF","B12023","B1","C5A0386"
